,count,hate_speech,offensive_language,neither,class,tweet
16707,3,0,3,0,1,"RT @MIKEMIKE2REAL I told u bout doing that &#128514;""@ThoughtsOfRandy: Some niggaz will say and PAY anything to get the pussy."" + must be you"
4720,3,1,2,0,1,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes
25100,3,1,2,0,1,those random kids who sit at the plaza all day with their shitty cars #faggots
21398,3,0,3,0,1,So far today every time I try to load an article from the Blaze on Twitter the site crashes. WTF is Selibus doing now the cunt
18206,3,0,2,1,1,"RT @TooEffinCool: It baffles me how people talk the upmost trash about someone.. Then turn around and be ""close"". Smh people probably do it&#8230;"
14845,3,0,3,0,1,"RT @BrosConfessions: ""Ate pussy for the first time today. All I have to say is ... I think I may have a new favorite food""- Michigan"
13345,3,0,3,0,1,My dog just lifted her leg to pee. She's such a butch bitch.
8846,3,2,1,0,0,Damn @JustDoMe_ &amp; his nigger music waking up the whole school in the morning .. &#128664;&#127926;&#128543;
22218,4,0,4,0,1,These days bitches be just letting anyone hit raw !!
10604,3,0,3,0,1,I get bitches on tinder
2737,3,0,1,2,2,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
24112,3,0,3,0,1,bitch I'm me..... so who u???
20119,3,0,3,0,1,"RT @milesfan79: #fridayfaves RT @OneBillionBucks This bitch is dressed for church, the club, the gym, and to slay vampires &#128514; http://t.co/l7&#8230;"
21070,3,0,2,1,1,Say I'm wrong but I can treat that pussy right
10878,3,0,2,1,1,I just wanna fuck bad bitches
2114,6,1,5,0,1,"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; ."
14539,3,2,1,0,0,RT @Annnna_dav69: I hate trailer trash &#128567;
949,3,0,3,0,1,#youaremoreattractive if u a real bitch!
11368,3,0,2,1,1,I wish I could go to dat bitch rt
2689,3,0,3,0,1,@BlakeAnderson21 Rollin coal bitches ready to blow ready set GO!
3977,3,0,3,0,1,@KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-
6948,3,0,3,0,1,@nerissaloren not home. Headed to work sorry ho
12473,3,0,3,0,1,"Just start blocking dissenters, you coward pussy. RT@joederosacomedy Patiently awaiting a drop in my Twitter followers. Nothing yet.Oh well."
17933,3,0,3,0,1,RT @TOnycranshaw22: @AlmightyVinny_ @RichHomieMeezy @54OO_Mauri bitch stop lien
20820,3,0,0,3,2,RT @xenakix2243: Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly&#8230;
9037,3,0,1,2,2,Don't follow the astros they said. They're trash they said. Well now look at them #astros
5315,3,0,2,1,1,@Worth_BILLions @MystroApollo &#128514;bitch you always hatin lmao
13651,3,1,2,0,1,Niggas be tryna fuck the next nigga bitch not knowing their bitch the next nigga bitch
12251,3,0,3,0,1,It's hard getting a bitch from the hood to suck your dick on camera.She swear EVERYBODY knows her....And she hates the light.
23626,3,0,3,0,1,Yeah you bitch &#128514;&#128514;&#128514;
13616,3,0,3,0,1,Nigga hungry then a bitch too
15598,3,1,2,0,1,RT @FreshCigarette: Can you cunts go 20 seconds without talking about weed
16937,3,0,3,0,1,RT @MvckFadden: Treat good girls like a queen and treat hoes like garbage
8712,3,0,3,0,1,Chris a faggot
15807,3,0,0,3,2,"RT @Harryslaststand: On this #ArmisticeDay the cry ""Never Again"" is absent and mocks our pledge to #NeverForget the fallen from ancient an&#8230;"
22247,3,0,3,0,1,These hoes be boof smh
20951,6,0,6,0,1,Reathie phone jumping out the gym finna cut this bitch off
17446,3,0,3,0,1,RT @RealJackNeisen: Damn... that's a cold ass honkie
21598,3,2,1,0,0,Stay home then bitch fuck u
12014,6,0,6,0,1,Im a south side niggah fuck around fuck around
2707,3,0,3,0,1,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch
1766,9,3,6,0,1,"&#8220;@concretesledge_: Gwyneth Paltrow you ugly ass big bird looking bitch, shut the fuck up.&#8221; &lt;&lt;That's pretty much IN YOUR FACE!
Bravo!"
11961,3,0,3,0,1,"If you said more today on the internet about Duck Dynasty than about the #NorthwestImperative, you're a useless whigger."
12741,3,0,3,0,1,Like god damn you dirty bitch
3512,3,0,3,0,1,@Huntermoore finger my pussy slowly with circular motion
24514,3,0,3,0,1,i was lit den a bitch last night
11005,3,0,3,0,1,I love my haters they my biggest fans... I'm on the field dem bitches in the stands!!!
5118,3,0,3,0,1,@TheSeanyV quit being being a pussy yourself and call them out by first and last name plus SSN ya poon!
3526,3,0,3,0,1,@Hype I'm not delivering to that bitch boy anymore.
7208,3,1,0,2,2,@sevensixxx_ @oldirtyjesus great reply except it was trash
15910,3,0,3,0,1,"RT @HunneeMolassess: so if her legs dont rub together that means her pwoosy is trash? ...
i just heard this."
22436,3,0,3,0,1,This bitch is mad because her man cheated but she cheated too!!!! Why you mad?!!!
5731,3,0,3,0,1,@b_shiznitt what's good pussy
1612,3,0,3,0,1,&#8220;@TrillOg_Malik: @vintage_monroe_ knee ass&#8221;crow ass
15580,6,0,0,6,2,"RT @Forbes: 52% of the world's mammals, birds, reptiles, amphibians &amp; fish vanished between 1970 &amp; 2010: http://t.co/MImizth0OZ http://t.co&#8230;"
23001,3,0,3,0,1,We in this bitch!!! http://t.co/jKqld5vodm
18447,3,0,3,0,1,RT @WeDontLoveHoes: Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a&#8230;
11230,3,0,3,0,1,"I tell the truuuOoooth... That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth."
20194,3,0,3,0,1,"RT @nikejap: Bae: go talk to your other hoes
Me: http://t.co/WjFjmsf8aV"
1143,3,0,3,0,1,&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !
9704,3,0,3,0,1,Give me head and kiss to nigga you a eww bitch
19884,3,0,3,0,1,"RT @kizzmybutt: You had me at, ""I hate that bitch too"""
24303,3,2,1,0,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
17266,3,0,3,0,1,RT @PedroBALLOUT: &#8220;@ApeezyBaby: New Year's Eve bitches be like ... #nye14 #drunkinlove #beyonce https://t.co/fsGa5WtKxn&#8221;
340,3,0,3,0,1,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah"
23598,3,1,2,0,1,"Yea Oscar your a grouch.. ""Bitch I live in a fuckin trash can"""
13569,3,0,3,0,1,Never trust a bitch you took from a nigga &#128175;
8953,3,0,3,0,1,Dey gave da wrong nicca money
6484,3,0,3,0,1,@juicygenie only bad bitches in $roe r u &amp; @flightrisk_
22857,3,0,0,3,2,"Uncalled for &#8220;@NoBeeetch: All trash ""@Trelaire1st: 16. Which one the best? http://t.co/KmOrdNEZRZ""&#8221;"
2019,3,0,0,3,2,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/gPbi04YoBq
18096,3,0,3,0,1,"RT @TheOnlyReed: If u looked good in highschool and wack now, I know that pussy been thru some shit"
15567,3,0,3,0,1,"RT @Fly_Boy_Smooth: Man y'all hoes gotta chill with this going natural bullshit, it's only a few who can actually pull it off but the rest &#8230;"
2330,3,0,3,0,1,99 problems but a bitch ain't one
4562,3,0,3,0,1,@Prettyflacko21 taking off like a bitch bra
11187,3,0,3,0,1,I still see plenty basic bitches with iPhone 4s.
4191,3,0,3,0,1,@MeecheBadass you killed that hoe
8085,3,0,0,3,2,Ay what are some good bars/clubs to hit up in Denver?? Should be up there Saturday night to coon out.
14387,3,0,3,0,1,RT @6THGRADER: Mom brought me McDonald's for lunch. I had all the bitches on me.
4619,3,1,2,0,1,@Rasheed_Sheen everything but im outside come get this bitch
5989,3,0,2,1,1,@daydaaaaaa hay pussy cat &#128539;&#128541;&#128075;&#128075;
22348,3,0,0,3,2,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.
10912,3,0,3,0,1,"I know shit about everybody , I just don't care enough to speak on it but I suggest you bitches watch it forreal ."
11765,3,0,3,0,1,"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga"
19855,6,2,4,0,1,RT @kep0ne: @quanb24 you bitch ass nigga
1949,3,0,0,3,2,&#8220;@sportspickle: The fruit of the modern Yankees farm system. http://t.co/LfWC3LSRjO&#8221; Joba the Nut.
19637,3,0,3,0,1,"RT @iadorewomen_: A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;"
23709,3,1,2,0,1,You a pussy hoe until you give me pussy hoe
16022,3,0,0,3,2,"RT @InnocentMarina6: *Goes to Yankee candle*

*buys beer scented candle*

*goes home, lights it* 

*waits for a boyfriend*"
22780,3,0,3,0,1,Twitter your being a bitch
1821,3,0,0,3,2,&#8220;@iSignMyOwnBoobs thats my fav part on Take Care&#8221;whole album trash
21378,3,0,3,0,1,"So I guess all girls are ""psycho bitches and dgaf"" these days.. Smh y'all are dumb&#128514;&#128514;Don't even know what psycho is. Tf outta here&#128514;"
24646,3,0,2,1,1,life to great to be mad all day... bitch I'm bless move ur negativity dat way&#128073;
5114,3,0,3,0,1,@TheRealaaw &#128514;&#128514;&#128514;&#128514; pot of gold ass nigguh
14015,3,0,1,2,2,Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH
21999,3,0,0,3,2,The brownies I just made are a sin
12217,3,0,3,0,1,"It's #CampaignSeason, bitch. @MikeofDoom https://t.co/muxtC1fHmH"
17486,3,0,3,0,1,RT @RichgurlTira: These hoes will fake like they really f*ck with you but be hating on you lowkey
3362,3,0,3,0,1,@GoHard_Brown @your_daddy9 &amp; xavier you bitch.
21439,3,1,2,0,1,"So toodles to you bitches , goodnight! &#127769;&#9729;&#65039;&#127776;&#128164;&#9996;&#65039;"
14055,3,0,1,2,2,Or their music is trash
11285,3,0,3,0,1,I use to wanna fuck that bitch but not no mo!
21671,3,2,1,0,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
6705,3,1,2,0,1,@kliontiii @yfly23 lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either
12529,3,0,3,0,1,Keep to myself this year bitches reckless
12890,3,0,2,1,1,"Lol I make hoes madd hahhaha, @No_FAKINGG. ;)"
13380,3,0,3,0,1,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol"
9294,3,0,0,3,2,Facebook is for the birds...I'm over it
9345,3,0,3,0,1,"Fight me you tubby bitch ""@JoseCanseco: I'll fight anyone&#8221;"
19485,3,0,3,0,1,"RT @gotmollylove: girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me."
22287,3,0,3,0,1,These la bitches thirsty for a hit single
8830,3,0,3,0,1,Da fuq ho
10291,3,0,0,3,2,I am currently using a yellow marker that is literally called 'Spanish Orange' for this drawing of @Wikiparaz ; absolute perfection.
21266,3,0,3,0,1,Shouts out to all my goth bitches
3864,3,0,3,0,1,@Kaaaat__ make that llama your bitch
24694,3,0,3,0,1,"look at this bitch, walking too close to my future husband http://t.co/HRVjzUxLYW"
19321,3,0,3,0,1,RT @doddynyc: ya bitches luv throwing bread crumbs on the ground and complain about the pigeons who come flocking towards ya
12711,3,0,3,0,1,Life is only unfair if you're a cunt
11810,3,0,3,0,1,If a bitch annoying she getting left.
6463,3,0,2,1,1,"@jordan536633 @heydenbunsyolo @bird_lovin bitch what huh nigga am not gonna do damn thing sir this my page, oh what u forgot"
7118,3,0,3,0,1,@rhythmixx_ why you gotta hoe me like that
22300,3,0,3,0,1,These niggas pillow talkin thats hoe shit
22632,6,1,3,2,1,This wigga didn't follow me back.. Smh
8274,3,0,3,0,1,Bitch i wouldn't eat yah pussy wit another nigga tongue
16348,3,0,0,3,2,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;"
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""
23227,3,0,3,0,1,When you ain't had pussy in a hot minute... http://t.co/tP05IA7JbX
5545,3,2,1,0,0,@_angelaaau hey fag i &lt;3 you
1864,3,0,3,0,1,&#8220;@koleworld4: &#128541; http://t.co/61zY8Cc47j&#8221;bitches swear they emojis&#128553;&#128514;
14475,3,0,0,3,2,RT @AlexPappas: Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan http://t.co/qTPeHb2seX via&#8230;
17636,3,0,3,0,1,"RT @SexTaIk: When you have a good girl, say no to hoes"
22804,3,2,1,0,0,U coons can't wait to wear them Oreo J's
24828,3,2,1,0,0,one day im like harry styles is so hot the next day is who tf is this faggot
10632,3,0,3,0,1,"I got ass cheeks on my white tee, all these hoes keep grindin on me"
8063,3,0,3,0,1,At the Mexican laundry mat and it's PACKED denna hoe
13959,6,0,6,0,1,On this 2k14 Online hitting on these niggah &#128514;&#128514;&#128514;&#128514;&#128076;
5726,3,0,3,0,1,@b_shiznitt @italian_montana wtf you bitches seen this without me
11086,3,0,3,0,1,I only bring up lat name to the hoes I know with kids because they need to know
23541,3,0,3,0,1,"Ya bitch aint bad nigga, u aint got no taste"
9028,3,0,3,0,1,Don't be mad cause yo bitch Choosin and I put her ass in the Jacuzzi SPLASH
5847,3,0,3,0,1,@cameron_ast @lanahudsonnn @ijrojo bitch shut the fuck and follow what u say nigga
8181,3,0,3,0,1,"Be a girl with a mind, a bitch with an attitude and a lady with class."
8534,3,0,3,0,1,Can I bring another bitch can we have a threesome or nahhh
13433,3,0,3,0,1,"My nigga dm'd a bitch and said ""ur eyes are so beautiful they melt me"" lmaoooo nigga thought he was reading a romantic comedy movie script"
22740,3,1,2,0,1,"Trust no nigga, fear no bitch &#128074;&#128142;"
10458,6,0,6,0,1,"I do know one thing though, bitches they come they go."
14566,3,0,2,1,1,RT @AshleighRollin: &#8220;@ViriDoesItt: Kissin small lips is trash lol..&#8221; Trash
2408,3,0,3,0,1,@A_M_Perez they are little bitches when they are proven wrong. #MomsDemand #gunsense
12298,3,1,0,2,2,"Its #ArabSpring Training, Charlie Brown! #rejectedpeanutsspecials"
6664,3,0,3,0,1,@kieffer_jason umm you sure the hoes I talk to aren't ugly
19952,3,3,0,0,0,"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1"
20130,3,0,0,3,2,RT @missmollylo: Charlie wears women's clothing
13447,3,0,0,3,2,My nudes are trash.....
16419,3,0,3,0,1,"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice"
18774,3,0,3,0,1,"RT @_YourHoesStink: &#8220;@PizzaBeforeHoes: I hate a ""I'm my own WCW &#128129;"" ass bitch &#128514;&#8221;"
24026,3,0,3,0,1,addicted to pussy poppin
2463,3,0,3,0,1,"@AllieBruner Stop being mean, bitch! ))))))):"
16836,3,1,2,0,1,RT @MikeDiggEm: Only ugly girls can fight. Pretty bitches have no hands lol
5845,3,0,3,0,1,@cambreezy_ @AndrewWayne2 @thereal_EMandM it ain't retarded. He's my cousin. Lmao.
10972,3,0,3,0,1,"I lost it. ""you think you're too good for me? you paper bitch!"" and I fell on the bed and I fell off the bed and I slept on the floor."
20868,3,0,3,0,1,"RT @yunglex3_: Don't want a good girl, hoes is his choice"
2166,3,0,3,0,1,"' You niggahs actin like hoes , I can sale those ! &#1041204;&#1041204;&#1041636;"
6176,3,2,1,0,0,@garrett_winker wow u hoe is the term for women
23434,3,0,3,0,1,Wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/L2xzrUqwkP
19639,3,1,2,0,1,RT @iaintshitbruh: white bitches win again smh &#8220;@trackinBlackKev: i fucking hate you @MichelleDBeadle&#8221;
22896,3,0,0,3,2,Video: Charlie Baker remembers Tom Menino http://t.co/vdaOWLZksv
22128,3,0,3,0,1,Then again... bitches are expensive and I'm on a budget boo. I can't afford all that shit you bitches be wanting.
10985,3,0,3,0,1,I love bad bitches thats my fuckin problem forreal real shit i cant even help it
24688,3,0,3,0,1,lol stupid ass bitch I don't fuck w/ you
15462,3,0,0,3,2,"RT @El_Grillo1: In the ME, the crow would eat the bear MT @webradius Obviously not in the ME MT @solemnwatch: Bear Saves Drowning Crow - An&#8230;"
13273,3,0,1,2,2,My auto correct makes me sound so FOB
10228,3,0,3,0,1,Hungry then a hoe
10397,3,0,3,0,1,"I can't fuck with hoe niggas, I can't trust these hoes niether."
20508,3,0,3,0,1,RT @starzz2929: I wanna be the reason u look down at your phone &amp; smile then a car run yo ass over hoe!
15944,3,0,3,0,1,RT @I_DontKIAra: It ain't nothing to &#9986;&#65039; that bitch off &#128075;&#128514;
15626,3,0,3,0,1,RT @FuckTraVonn: @TropicalKyle I saw the xxx but I just thought she was a hoe
16409,3,0,3,0,1,RT @KingHorseDick: Long distance sex will definitely have u thinking u like a bitch a lil too much.
7136,3,0,0,3,2,@rochaaxx yellow
5956,3,0,0,3,2,@daggerbyte @MichaelSmartGuy @spacej_me @pizzahut Given the rickety slant of that roof I'd say more like Pizza Shanty
16440,3,1,2,0,1,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.
6273,3,0,3,0,1,@hmianturner boooooi that's TMI for these hoes
2776,3,0,0,3,2,@Buster_ESPN Sounds like they are holding back info.......Yankee shill
7388,3,0,1,2,2,"@toddgunter This, this, this. Pack it up and head to NYC, please. Enjoy being called a hick for a few years, come home humbled. #plans"
21771,3,0,3,0,1,"Tell them lie speakin lips they should try pleadin 5ths, more often bitch and refer to me as your awesomeness."
3628,3,0,3,0,1,@ItsMeKevin10 @josie618 @ThatSlutAdrian @ZaidSaracini @papigabs lmao this nigguh
11404,3,0,3,0,1,I wonder if that bitch dead yet
17612,3,0,0,3,2,RT @Scoonz: remember when you got your crush's aim screenname and you felt all fuzzy inside and stared at your screen and figured out what &#8230;
14496,3,0,3,0,1,"RT @AlmightyVinny_: ""I'm a soft more""&#128514;&#128514;&#128557; hoes dumb man"
15606,3,1,2,0,1,"RT @FriendlyAssh0le: If I got something to say to you, ill @ you, until then, dont be concerned about my tweets, bitch."
9528,3,2,1,0,0,Fuck that hoe??? thats exactly what dese hoes doin. Gettin fucked nd yall niggas the one to blame
7017,3,0,3,0,1,@peteyhoti @aubreykelson 'ell naw dogs run this bitch
16802,3,0,2,1,1,RT @MensHumor: One man's trash is another man's girlfriend.
22380,3,0,0,3,2,This 8 yr old on #masterchefjunior made my chicken look like trash.
23390,3,0,3,0,1,Why would you date an ugly girl who is also a huge bitch?
526,3,0,1,2,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod"
19373,3,0,2,1,1,"RT @elchavaloko: @UntouchableVick @staycoolwheels yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
7867,3,0,3,0,1,All y'all bitches corny lol
14005,3,2,1,0,0,Only faggots use white ds's
6104,3,0,3,0,1,@equallydestruct bitch firstly it's resting on my titties and secondly if U WAS PAYING ATTENTION YOUD HAVE SEEN WHEN I SAID I ROLLED INTO IT
22811,3,0,3,0,1,U got niggas an i got bitches &#127911;
3476,3,0,1,2,2,@Honeysuckle_Tav Well he canonically plays the troll equivalent of Pokemon... *throws the new Fairy type at him*
16760,3,0,3,0,1,RT @MarshallTaylor_: You got niggas and I got bitches.
22180,3,0,3,0,1,These bitches been killin me all day
13823,3,0,3,0,1,Now the bitch tryin to do vids too? Gurl sit cho ass down
17662,3,0,3,0,1,RT @ShamarGotHoes: These hoes... Smh http://t.co/PRr9JkrBSp
8210,3,0,2,1,1,"Behind every independent woman, is a pack of hating hoes"
8031,3,0,3,0,1,Arguing over a bitch with a glued on butt
19443,3,0,3,0,1,RT @froxgawd: tf is a baby goal? bitch u gone have what you gone have. RT @missloloko: Baby goals &#128525;&#128525;&#128525;&#128525;&#128076;&#128175; http://t.co/bwldJEx8Qg
8958,3,0,0,3,2,Diabetes galore &#128514;&#128514;&#128514;&#128514;&#128514; RT @TIME: Colorado health officials recommend pot brownie ban http://t.co/Z59oy20TMp
25121,3,0,0,3,2,"trash night tonight. I can already hear the sound of America's thriving economic sector out on the street, four wheels, one of them wobbles."
406,3,0,3,0,1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
17408,3,0,3,0,1,RT @RakwonOGOD: &#8220;Bros before hoes&#8221; - a bro with no hoes
182,3,0,0,3,2,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
1275,3,0,3,0,1,&#8220;@FabianMleal: I'm fucking tired. Ending the night with some rips&#127809;&#128293;&#8221; so much for hitting me up bitch
3437,3,0,3,0,1,@HazelEyedBarbi She walks away!? What a pussy.
12273,3,0,3,0,1,It's only a few real bitches I know.
12708,3,0,3,0,1,Life is a bitch but every dog has its day
2160,3,0,3,0,1,' Y'all complaining about thirst traps ? FR ? Theirs models that dress just like that ? Ass out and all STFU . Don't make you a hoe wtf .
19245,4,0,4,0,1,"RT @dailytiz: ""Hey bitch, socialize this."" I love it RT @RedMillennial: IOC Cuts Constitution From Hockey Mask http://t.co/esxKWb4qnH via @&#8230;"
3403,3,0,3,0,1,@GrizzboAdams ight nigga tonight at 9:00 c burg mall bitch
16637,3,1,2,0,1,RT @LookinnnAss: - you a pussy I see yo whiskers!
13958,3,0,1,2,2,On the secret Party mission! Live tweaking to mock FATPO.
20083,3,0,3,0,1,RT @maycie32: @Whitecholo23 ya by being your bitch;)
519,3,0,3,0,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry"
6543,3,0,3,0,1,@kay_reneaa holy fuck thank you. I hate bitches that just fuck their ex then their boyfriend then back to back like damn Call you peace pipe
17600,3,0,2,1,1,RT @SatansPearl: she's a model on #Instagram but she's just a hoe from my town.
20487,6,1,1,4,2,"RT @sorryimalex: ""now 5sos is starting to tweet the hashtag, they're trash!"" #vote5sos http://t.co/llkuz6VtAi"
9401,6,2,3,1,1,Follow a nicca on IG: im_yung_jay
4801,3,0,3,0,1,@Scottyplagues @dancingxburrito @ReganLeahhh come to the Davis show and celebrate with me you retard
5846,3,2,1,0,0,@cambreezy_ @TheLittleFella_ she spelled faggots with an e you're so cool lol
9502,3,0,3,0,1,Fuck bitches get money mission complete!
11625,3,0,3,0,1,I'm not down to be a side bitch tho &#128075;
715,3,0,0,3,2,#ExplainAnAnimePlotBadly Boy with a monkey tail grows up to the the savior of a futuristic yet old earth
3327,3,1,2,0,1,"@GenuinelyOT lol, that pussy got rich niggas losing their minds too. Got Drizzy &amp; Breezy beef'd out, that puss is the devil's playground."
24282,3,0,3,0,1,eagles are fucking cunts http://t.co/nK2CO0snNv
21083,3,0,0,3,2,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home"
6122,3,1,2,0,1,@eze12373 I'll come rape your wife bitch boy
19862,3,0,3,0,1,RT @khadijzah: Someone will love your bitch ass it won't be me but someone will love you
11105,3,0,3,0,1,I rarely drink so drunk bitches irritate me
10720,3,0,3,0,1,I hate bitches that fish for compliments
8438,3,0,3,0,1,Bruh. pt. 2 jaxon1114 killed this hoe too last night while we was sleep. http://t.co/F1Choia21G
17401,3,0,2,1,1,RT @RahleeFranklin: Them hoes so damn nice &#128175; http://t.co/jn0ieBdnZQ
19524,3,0,3,0,1,RT @hmianturner: so yeah @Tronkitty is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos&#8230;
14200,3,3,0,0,0,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania."
10738,3,1,2,0,1,I hate pretty bitches that chill with lame niggas
10598,3,1,2,0,1,"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne."
24347,3,0,3,0,1,getting every dolla out this bitch
22715,3,0,2,1,1,Took Uber to &amp; from thr shakey club last weekend. $12 total. Cheaper than the $20 parking. Had $8 extra to throw at the hoes.
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch"
17694,3,0,1,2,2,RT @ShitPussiesSay: Dudes built like a crushed Twinkie http://t.co/1WsYI6gDVP
22086,3,1,0,2,2,The two ringless fags RT @EverybodyHatesX: Barkley &amp; Reggie were talking nonsense the entire game
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"
10438,6,0,6,0,1,I curved yo bitch. Your welcome.
284,3,0,3,0,1,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
11207,3,0,3,0,1,I swear nobody actually cares about Valentine's day unless they are single &amp; jaded and want to bitch. &#10060;&#11093;&#65039;&#10060;&#11093;&#65039;&#127801;
7233,3,0,0,3,2,@sippey That's where birds came from.
9278,9,0,9,0,1,"Excuse me, here's your nose. I found it in my business hoe."
20028,3,0,1,2,2,"RT @luke_brooks: There was a fly that was banging into all the windows and I called it retarded but then I thought to myself ""umm I'm talki&#8230;"
17688,3,0,3,0,1,RT @SheswantstheD: Lmao how niggas be with the side hoe http://t.co/Y0sja0dyFM
24012,3,0,3,0,1,Zach Huggins tell yo bitch to leave me tf alone
7734,3,0,3,0,1,"Ain't it a bitch when one of the people you get so excited hearing from, sends the shortest most closed-ended thing ever? Ugh let down"
17593,3,0,3,0,1,"RT @SarcasmLeague: Back in elementary school, when you were line leader, everybody else was your bitch."
24024,3,0,3,0,1,actin awfully slutty for a bitch in a winnie the pooh sweater http://t.co/0gexxJ3SVv
24232,3,0,1,2,2,damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU
14138,3,2,0,1,0,People who grow their own vegetables are nothing but common peasant trash.
15974,3,0,0,3,2,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8
14941,3,0,3,0,1,RT @CantBeLocal: Bruh these hoes psychic now http://t.co/Y6pFS0kPVZ
2299,3,3,0,0,0,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
11827,3,0,3,0,1,If anxiety was a person I'd kill that bitch so fuckin fast.
22093,3,0,3,0,1,The way I see it.... you bitches are fake by affiliation ..!
8737,3,0,3,0,1,Comcast stop being twat and actually work thanks
24524,3,0,3,0,1,i'm also looking to hire full time bitches
6764,3,0,2,1,1,@lilylovescamel @auroraabartlett I like that your room isn't a big sloppy mess like most of these Twitter hoes
545,3,0,3,0,1,"""No boats and hoes please thanks"" - Mom"
17510,3,1,2,0,1,RT @RobProvince: Do I support killing terrorists..... yes. Will I still mock hypocrites..... HELL YES!
14631,3,2,1,0,0,RT @BadNewsAli: Look at ya boy @Quanb24 RT @DrydenNeal: Nigga a faggot RT @So_Leaux: Bruh RT @worstrapIyrics: Chance The Rapper http://t.co&#8230;
1263,3,0,3,0,1,&#8220;@DukeAlexMoore: Malibus on a come-up but in other news she mean denna hoe and not even light skinedddd http://t.co/SGGOkjTScH&#8221; HAHAHA!!
14978,3,0,3,0,1,RT @CauseWereGuys: When you marry a hoe and only realize it 20 years later http://t.co/BIDlPEOA3P
